hexcode,airline,registration,aircraft,aircraft_thumbnail,latitude,longitude,altitude,distance,first_seen_time
c04049,Air Canada,C-FYIY,A319 114,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.877655,-79.011436,22325,42.72897516661749,Sat May 17 17:47:41 2025
a1bfb2,United Airlines,N21108,757 224/W,https://hexdb.io/static/aircraft-images/N21108-thumb.jpg,42.62709,-80.139583,36000,120.33249197791663,Sat May 17 17:39:21 2025
c06709,FedEx Express,N276FE,767 300F,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.886093,-80.900382,34000,129.9325833390069,Sat May 17 21:02:47 2025
a4ad69,Johnson & Johnson,N400J,G650 ER,https://hexdb.io/static/aircraft-images/N400J-thumb.jpg,43.333989,-79.374978,11825,37.18530597927628,Sat May 17 17:41:24 2025
c060b3,Porter Airlines,C-GKQC,DHC-8 402 NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.639278,-79.353202,1275,4.723355259357669,Sat May 17 17:41:25 2025
495307,TAP Air Portugal,CS-TXG,A321 251NXSL,https://hexdb.io/static/aircraft-images/CS-TXG-thumb.jpg,43.61261,-79.733149,4850,31.85724715280212,Sat May 17 17:43:28 2025
c07e32,Delta Connection,N181PQ,CRJ 900 LR NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.629839,-80.190359,34000,120.7270487649238,Sat May 17 19:37:33 2025
a9d59a,United Airlines,N73251,737NG 824/W,https://hexdb.io/static/aircraft-images/N73251-thumb.jpg,42.46756,-79.99339,36000,134.21299439810147,Sat May 17 17:42:57 2025
a2b198,United Airlines,N27292,737MAX 8,https://hexdb.io/static/aircraft-images/N27292-thumb.jpg,43.463654,-80.840979,20825,129.83676756824198,Sat May 17 17:43:28 2025
a9ab05,Alaska Airlines,N722AL,737MAX 9,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.629517,-80.194577,34000,120.80804573168334,Sat May 17 17:46:06 2025
86e474,Japan Airlines,JA865J,787 9,https://hexdb.io/static/aircraft-images/JA865J-thumb.jpg,43.874879,-79.680307,39000,35.69014799968244,Sat May 17 17:44:02 2025
c06177,Porter Airlines,C-GKXQ,EMB-195 E2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.597961,-79.732127,6225,32.03439058125291,Sat May 17 17:46:06 2025
c01dac,Flair Airlines,C-FLGD,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.356706,-80.44693,5775,96.37407223683735,Sat May 17 20:32:33 2025
c00b7d,Air Canada Express,C-FEJC,EMB-175 SU,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.31979,-79.365758,12100,38.798027958650835,Sat May 17 20:42:17 2025
a70538,JetBlue Airways,N975JT,A321 231SL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.641477,-80.653765,35025,127.64034163620533,Sat May 17 19:28:25 2025
c049fd,WestJet,C-GCAM,737MAX 8,https://hexdb.io/static/aircraft-images/C-GCAM-thumb.jpg,43.607995,-79.751979,5300,33.615556401599186,Sat May 17 17:47:41 2025
c0540c,WestJet,C-GFVN,737MAX 8,https://hexdb.io/static/aircraft-images/C-GFVN-thumb.jpg,43.334335,-79.374496,11550,37.14835925983937,Sat May 17 17:47:39 2025
3c7a50,Condor Flugdienst,D-ANRP,A330 941N,https://hexdb.io/static/aircraft-images/D-ANRP-thumb.jpg,43.573517,-79.767385,5125,35.69192411924312,Sat May 17 20:08:16 2025
c060bc,Porter Airlines,C-GKQL,EMB-195 E2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.612244,-79.756399,5450,33.94849933273158,Sat May 17 19:14:02 2025
a11a81,Delta Connection,N170PQ,CRJ 900 LR NG,https://hexdb.io/static/aircraft-images/N170PQ-thumb.jpg,42.29512,-80.376913,32250,149.36989439487556,Sat May 17 17:50:42 2025
a0b333,United Express,N144SY,EMB-175 LR,https://hexdb.io/static/aircraft-images/N144SY-thumb.jpg,42.683304,-80.070107,34000,114.48252628082518,Sat May 17 17:51:14 2025
c05bcb,Air Canada,C-GITU,A321 211,https://hexdb.io/static/aircraft-images/C-GITU-thumb.jpg,43.682385,-79.932273,8175,50.07330457331883,Sat May 17 17:54:49 2025
a4b420,Alaska Airlines,N402AS,737NG 990ER/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.629607,-80.198087,32000,120.84588037479554,Sat May 17 21:54:50 2025
c04687,Airsprint Inc,C-GASK,Legacy 450,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.159653,-81.030813,16550,139.88720602573994,Sat May 17 17:52:16 2025
c0466c,Air Canada Rouge,C-GARJ,A319 114,https://hexdb.io/static/aircraft-images/C-GARJ-thumb.jpg,43.681268,-79.867859,7600,44.10872619760057,Sat May 17 17:55:20 2025
a08446,United Express,N132SY,EMB-175 LR,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.685935,-79.958304,34000,112.75949545301063,Sat May 17 17:53:48 2025
c0501e,Air Canada,C-GEIV,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.181168,-81.068498,34000,143.0302216638686,Sat May 17 18:05:36 2025
c060c3,Air Canada Rouge,C-GARJ,A319 114,https://hexdb.io/static/aircraft-images/C-GARJ-thumb.jpg,43.681268,-79.867859,7600,44.10872619760057,Sat May 17 17:55:20 2025
ab5f1b,Lufthansa,D-AIXR,A350 941,https://hexdb.io/static/aircraft-images/D-AIXR-thumb.jpg,42.966202,-81.492877,39000,164.06572494467764,Sat May 17 18:04:33 2025
a96ae3,Alaska Airlines,N706AL,737MAX 9,https://hexdb.io/static/aircraft-images/N706AL-thumb.jpg,42.181541,-80.416026,35000,158.73342614566837,Sat May 17 17:58:22 2025
c07995,Air Transat,C-GUBC,A330 243,https://hexdb.io/static/aircraft-images/C-GUBC-thumb.jpg,43.534058,-79.826021,7175,41.81429102410522,Sat May 17 21:55:52 2025
70209e,Biman Bangladesh Airlines,S2-AJX,787 9,https://hexdb.io/static/aircraft-images/S2-AJX-thumb.jpg,43.635269,-79.824361,6425,39.92175637537453,Sat May 17 18:03:01 2025
c01a5a,Air Canada Express,C-FJZL,CRJ 900 LR NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.948303,-80.925548,29250,131.09762309678112,Sat May 17 20:06:19 2025
3c6712,Lufthansa,D-AIXR,A350 941,https://hexdb.io/static/aircraft-images/D-AIXR-thumb.jpg,42.941208,-81.591179,39000,168.597351165182,Sat May 17 18:03:32 2025
a35d79,Delta Air Lines,N316DU,A220 300,https://hexdb.io/static/aircraft-images/N316DU-thumb.jpg,43.686951,-79.877121,8500,45.02881221128124,Sat May 17 18:05:36 2025
c084b9,Air Canada Rouge,C-GYGU,A321 211,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.682968,-79.909569,9225,47.981589635733954,Sat May 17 21:59:26 2025
c02fd5,Air Canada,C-FSCY,737MAX 8,https://hexdb.io/static/aircraft-images/C-FSCY-thumb.jpg,43.138046,-80.923441,36000,132.04675493180778,Sat May 17 18:15:47 2025
c085e0,WestJet,C-GYSD,737NG 8CT/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.259766,-79.350352,14700,45.53847181647875,Sat May 17 18:08:37 2025
a00c7a,Delta Air Lines,N102DN,A321 211SL,https://hexdb.io/static/aircraft-images/N102DN-thumb.jpg,42.717497,-79.904139,35025,109.03817268211839,Sat May 17 18:08:38 2025
a9c380,United Express,N728YX,EMB-175 LR,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.909851,-79.579991,18400,85.23833929952814,Sat May 17 20:14:30 2025
a8d4ef,United Airlines,N66841,737NG 924ER/W,https://hexdb.io/static/aircraft-images/N66841-thumb.jpg,42.426173,-80.067657,34000,138.3543024333738,Sat May 17 18:09:40 2025
c02207,Delta Connection,N839SK,CRJ 900 LR NG,https://hexdb.io/static/aircraft-images/N839SK-thumb.jpg,42.75325,-80.100195,25725,108.91652186995374,Sat May 17 18:16:49 2025
c05e8e,Delta Connection,N839SK,CRJ 900 LR NG,https://hexdb.io/static/aircraft-images/N839SK-thumb.jpg,43.118638,-79.810508,17125,68.97887895885405,Sat May 17 18:18:21 2025
c05219,Air Canada Rouge,C-GFCI,A320 214,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.929214,-81.729658,23000,176.00000233285988,Sat May 17 18:13:14 2025
c066b6,Sunwing Airlines,C-GMXH,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.790741,-79.883527,22575,101.62059081583999,Sat May 17 18:25:06 2025
a5170f,NetJets,N427QS,Phenom 300,https://hexdb.io/static/aircraft-images/N427QS-thumb.jpg,43.71405,-79.842693,10325,42.26894202931895,Sat May 17 19:49:17 2025
aa477b,United Express,N761YX,EMB-175 LR,https://hexdb.io/static/aircraft-images/N761YX-thumb.jpg,43.505347,-81.965528,34000,230.2655801158554,Sat May 17 18:16:49 2025
a12712,United Airlines,N17329,737MAX 8,https://hexdb.io/static/aircraft-images/N17329-thumb.jpg,42.627869,-80.155314,36000,120.45493909255421,Sat May 17 18:18:21 2025
4bb190,Turkish Airlines,TC-LLP,787 9,https://hexdb.io/static/aircraft-images/TC-LLP-thumb.jpg,43.08934,-80.472107,30300,103.4567040149047,Sat May 17 18:24:34 2025
c00b78,Air Canada Express,C-FEIX,EMB-175 SU,https://hexdb.io/static/aircraft-images/C-FEIX-thumb.jpg,43.152374,-79.360252,15400,57.41143946737837,Sat May 17 18:16:49 2025
adcca5,Delta Air Lines,N989AT,717 23S,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.702347,-80.984407,27875,134.3664347928987,Sat May 17 18:25:06 2025
ab68d0,Delta Connection,N834SK,CRJ 900 LR NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.511505,-80.227287,32525,131.0516448780552,Sat May 17 18:20:56 2025
c00e15,Unknown Airline,Unknown Registration,Unknown Aircraft Type,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.612518,-79.731041,4575,31.66980227556969,Sat May 17 21:05:52 2025
ac98c1,Delta Connection,N910XJ,CRJ 900 LR NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.68779,-81.333535,24025,145.26101033250924,Sat May 17 18:32:50 2025
c05f0f,Porter Airlines,C-GKQL,EMB-195 E2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.576619,-79.741385,6175,33.360984710770275,Sat May 17 19:14:03 2025
ac2173,Southwest Airlines,N8809L,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.627731,-80.152193,27425,120.42880925387692,Sat May 17 18:21:57 2025
344503,Iberia,EC-MAA,A330 302,https://hexdb.io/static/aircraft-images/EC-MAA-thumb.jpg,42.969543,-81.145403,38000,143.6053994439272,Sat May 17 18:33:21 2025
a44b56,Delta Air Lines,N376NW,A320 212,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.780624,-82.278297,36000,191.46369662910212,Sat May 17 18:36:55 2025
c05ed9,Air Canada,C-GJXW,A220 300,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.031754,-80.698476,22400,117.90544708280963,Sat May 17 20:11:51 2025
c05bd6,Air Canada,C-GIUF,A321 211,https://hexdb.io/static/aircraft-images/C-GIUF-thumb.jpg,43.588074,-79.765149,6000,35.15422937757237,Sat May 17 18:24:34 2025
a47d4c,Flexjet,N389FX,Phenom 300,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,41.215815,-80.647638,43000,247.48353425945095,Sat May 17 18:23:32 2025
a3ed69,Delta Air Lines,N352NB,A319 114,https://hexdb.io/static/aircraft-images/N352NB-thumb.jpg,42.509216,-80.096574,35025,130.57518648479976,Sat May 17 18:25:06 2025
a65847,United Express,N508GJ,CRJ 700,https://hexdb.io/static/aircraft-images/N508GJ-thumb.jpg,42.760232,-82.3371,34000,191.66563279722087,Sat May 17 18:41:04 2025
a64ce6,Delta Air Lines,N505DZ,A321 271NXSL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.188571,-80.161743,33000,160.95429715132747,Sat May 17 18:25:06 2025
4cc53a,Icelandair,TF-ICL,737MAX 8,https://hexdb.io/static/aircraft-images/TF-ICL-thumb.jpg,43.062424,-80.501681,31600,105.96011810074206,Sat May 17 18:34:53 2025
a43e83,United Airlines,N37267,737NG 824/W,https://hexdb.io/static/aircraft-images/N37267-thumb.jpg,42.600128,-80.14389,31000,122.72650025671447,Sat May 17 18:27:41 2025
ab4c76,Delta Connection,N827SK,CRJ 900 LR NG,https://hexdb.io/static/aircraft-images/N827SK-thumb.jpg,42.511505,-80.228098,28000,131.05627115920024,Sat May 17 18:30:15 2025
800462,Air India,VT-ALM,777 337ER,https://hexdb.io/static/aircraft-images/VT-ALM-thumb.jpg,43.653854,-79.839243,6225,41.284595504884486,Sat May 17 18:27:41 2025
a759eb,Delta Air Lines,N573DT,A321 271NXSL,https://hexdb.io/static/aircraft-images/N573DT-thumb.jpg,41.328285,-80.611621,33000,236.5379910621058,Sat May 17 18:27:40 2025
c02ee7,Austrian Airlines,OE-LPM,787 9,https://hexdb.io/static/aircraft-images/OE-LPM-thumb.jpg,43.410553,-79.813566,34975,46.52202079130514,Sat May 17 18:42:05 2025
a88cbf,Delta Connection,N827SK,CRJ 900 LR NG,https://hexdb.io/static/aircraft-images/N827SK-thumb.jpg,42.507431,-80.043515,28000,130.50447352837756,Sat May 17 18:27:41 2025
c05ec7,Air Canada,C-GJXE,A220 300,https://hexdb.io/static/aircraft-images/C-GJXE-thumb.jpg,43.724991,-79.590199,1875,19.582059836780342,Sat May 17 18:32:50 2025
ad4744,Alaska Airlines,N955AK,737MAX 9,https://hexdb.io/static/aircraft-images/N955AK-thumb.jpg,42.628052,-80.160432,34000,120.5019137298539,Sat May 17 18:30:15 2025
aa7e51,United Airlines,N77520,737NG 824/W,https://hexdb.io/static/aircraft-images/N77520-thumb.jpg,42.486511,-80.210308,35000,133.1272377813052,Sat May 17 18:30:46 2025
3c66c4,Lufthansa,D-AIVD,A350 941,https://hexdb.io/static/aircraft-images/D-AIVD-thumb.jpg,43.585696,-79.783238,4750,36.79514492088674,Sat May 17 20:47:24 2025
a11d3c,Delta Air Lines,N171DN,767 332ER/W,https://hexdb.io/static/aircraft-images/N171DN-thumb.jpg,42.591019,-79.701254,36025,120.44130874351684,Sat May 17 18:31:17 2025
c010cb,Air Canada,C-FGJI,A320 214,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.036285,-81.473524,23000,166.25149239716237,Sat May 17 18:31:17 2025
a0b7b8,United Airlines,N14504,A321 271NXSL,https://hexdb.io/static/aircraft-images/N14504-thumb.jpg,42.486086,-79.988198,31000,132.37418879152855,Sat May 17 18:32:18 2025
aa2ed8,Air Canada Express,C-GLJZ,CRJ 900,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.367832,-79.755249,11400,45.666604342637214,Sat May 17 20:17:04 2025
39d2a4,Air France,F-HUVE,A350 941,https://hexdb.io/static/aircraft-images/F-HUVE-thumb.jpg,43.661856,-79.815085,7300,39.08950577565953,Sat May 17 18:34:53 2025
c05220,Air Canada Rouge,C-GFCP,A320 214,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.727401,-79.521201,2450,13.795824990176373,Sat May 17 18:33:21 2025
c01a52,Air Canada Express,C-FJZD,CRJ 900 LR NG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.396555,-80.694515,15975,116.54696597650475,Sat May 17 20:44:49 2025
ab53e4,Delta Connection,N829SK,CRJ 900 LR NG,https://hexdb.io/static/aircraft-images/N829SK-thumb.jpg,42.517273,-81.472612,24000,143.1043075901668,Sat May 17 18:45:12 2025
c027d1,Air Canada,C-FPCA,767 375ERBDSF,https://hexdb.io/static/aircraft-images/C-FPCA-thumb.jpg,42.921204,-81.747862,23000,176.50774140350973,Sat May 17 18:36:25 2025
c06183,Air Canada Express,C-FFYG,EMB-175 SU,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.179249,-79.850595,15600,65.3389628793488,Sat May 17 18:44:41 2025
440184,Austrian Airlines,OE-LPM,787 9,https://hexdb.io/static/aircraft-images/OE-LPM-thumb.jpg,43.205178,-80.586809,35000,108.50998162744578,Sat May 17 18:38:27 2025
4cc50e,Icelandair,TF-ICE,737MAX 8,https://hexdb.io/static/aircraft-images/TF-ICE-thumb.jpg,43.646347,-79.834261,7475,40.814581429914035,Sat May 17 21:14:05 2025
c050c4,Air Canada,C-GEPF,737MAX 8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.463699,-80.834656,18575,129.28871831419653,Sun May 18 06:52:21 2025
c0121e,WestJet,C-FGWJ,737NG 7CT/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.915283,-80.184993,38000,79.90701053756484,Sat May 17 18:46:45 2025
c02358,Air Canada Express,C-FNJZ,CRJ 900,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.053651,-80.639975,24350,114.15650719338274,Sat May 17 22:21:24 2025
4caa6d,Italia Trasporto Aereo,EI-EJO,A330 202,https://hexdb.io/static/aircraft-images/EI-EJO-thumb.jpg,43.09322,-80.981336,35000,135.46457567682145,Sat May 17 18:40:01 2025
a0a30e,Delta Air Lines,N140DU,A220 100,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.437943,-80.278723,37000,137.50739998236267,Sat May 17 18:41:02 2025
a1befc,United Airlines,N211UA,777 222,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.628052,-80.159434,36000,120.48966738118284,Sat May 17 18:43:40 2025
c050c5,Air Canada,C-GEPG,737MAX 8,https://hexdb.io/static/aircraft-images/C-GEPG-thumb.jpg,42.894058,-81.846867,37000,180.15987814106415,Sat May 17 18:41:04 2025
c05d7b,Air Canada Express,C-FRQP,EMB-175 SU,https://hexdb.io/static/aircraft-images/C-FRQP-thumb.jpg,43.178085,-79.869886,17350,66.28786569714345,Sat May 17 18:49:16 2025
c01970,Delta Air Lines,N530DE,A321 271NXSL,https://hexdb.io/static/aircraft-images/N530DE-thumb.jpg,42.543671,-79.98411,32025,126.71540744961521,Sat May 17 21:25:53 2025
c02e94,Air Canada Express,C-FRQP,EMB-175 SU,https://hexdb.io/static/aircraft-images/C-FRQP-thumb.jpg,42.567599,-79.986473,27200,124.4049702790662,Sat May 17 18:53:55 2025
c06359,Porter Airlines,C-GLQE,DHC-8 402,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.558184,-79.367262,4350,12.41022682003687,Sat May 17 18:44:41 2025
aa7e9b,United Airlines,N77544,737MAX 9,https://hexdb.io/static/aircraft-images/N77544-thumb.jpg,42.486511,-80.216363,35000,133.15232029327822,Sat May 17 18:43:38 2025
405f32,DHL Air,G-DHLE,767 3JHF/W,https://hexdb.io/static/aircraft-images/G-DHLE-thumb.jpg,43.517807,-81.720205,36025,209.00923050269938,Sat May 17 18:43:40 2025
424504,Jet Aviation Business Jets (HK) Ltd,VQ-BIG,ACJ330 243,https://hexdb.io/static/aircraft-images/VQ-BIG-thumb.jpg,43.479092,-81.99391,39000,231.42030201027248,Sat May 17 18:43:39 2025
c0196c,Air Canada,C-FJNX,A321 211,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.462985,-80.779332,17825,124.4802762123662,Sun May 18 06:49:48 2025
a07fc0,Unknown Airline,Unknown Registration,Unknown Aircraft Type,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,44.187757,-78.623853,41000,92.18211265599261,Sat May 17 18:44:41 2025
c060c0,Porter Airlines,C-GKQP,EMB-195 E2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.461777,-80.670819,16700,115.07948840570307,Sat May 17 18:45:12 2025
3c4ad9,Lufthansa,D-ABVY,747 430,https://hexdb.io/static/aircraft-images/D-ABVY-thumb.jpg,43.638719,-79.866551,6950,43.77408539951883,Sat May 17 18:49:16 2025
c05030,Air Canada,C-GEJN,737MAX 8,https://hexdb.io/static/aircraft-images/C-GEJN-thumb.jpg,43.463264,-80.804443,16800,126.66096778989579,Sat May 17 18:46:44 2025
c0636a,Porter Airlines,C-GLQV,DHC-8 402,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.638702,-79.35214,1400,4.838220512438114,Sat May 17 18:46:45 2025
c03003,Air Canada,C-FSES,737MAX 8,https://hexdb.io/static/aircraft-images/C-FSES-thumb.jpg,42.928574,-81.729467,23000,175.94468208795215,Sat May 17 18:49:16 2025
a8741c,Air Canada Express,C-FRJA,CRJ 900 LR,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.968353,-80.872789,27200,128.22908429150107,Sat May 17 19:03:15 2025
c00e24,Unknown Airline,Unknown Registration,Unknown Aircraft Type,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.48874,-79.857384,33000,131.7488363419157,Sat May 17 18:53:24 2025
a6c248,United Airlines,N53442,737NG 924ER/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.669688,-80.103298,33600,116.1534467471324,Sat May 17 18:53:55 2025
c0173f,Air Canada,C-FIUW,777 333ER,https://hexdb.io/static/aircraft-images/C-FIUW-thumb.jpg,43.561203,-79.794787,6775,38.378535586099964,Sat May 17 18:53:55 2025
a396a9,Unknown Airline,Unknown Registration,Unknown Aircraft Type,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.488205,-79.954064,33000,132.06282375369378,Sat May 17 18:52:52 2025
abc455,Southwest Airlines,N8574Z,737NG 800/W,https://hexdb.io/static/aircraft-images/N8574Z-thumb.jpg,42.769915,-80.04677,34000,106.4449685590161,Sat May 17 18:53:55 2025
a22642,Alaska Airlines,N238AK,737NG 990ER/W,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.772659,-82.207697,32000,187.09864581459846,Sat May 17 19:11:00 2025
c0172e,Air Canada,C-FIUF,777 233LR,https://hexdb.io/static/aircraft-images/C-FIUF-thumb.jpg,43.679947,-79.922152,11225,49.1113268828645,Sat May 17 18:53:55 2025
aaf619,Airmax LLC,N805T,GVII-G600,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,42.652771,-80.813932,43000,130.70289765202799,Sat May 17 19:04:17 2025
a42b32,Delta Air Lines,N368NB,A319 114,https://hexdb.io/static/aircraft-images/N368NB-thumb.jpg,42.626038,-80.113553,35975,120.12037570930354,Sat May 17 19:00:09 2025
c008a9,Air Canada,C-FDHG,A330 343E,https://hexdb.io/static/aircraft-images/C-FDHG-thumb.jpg,43.704963,-78.953378,15225,40.80864970870091,Sat May 17 19:07:53 2025
a7b133,American Eagle,N595NN,CRJ 900 LR NG,https://hexdb.io/static/aircraft-images/N595NN-thumb.jpg,42.790026,-79.950065,22325,102.82141155115215,Sat May 17 20:21:44 2025
c058dd,Air Canada,C-GHQY,787 8,https://hexdb.io/static/aircraft-images/C-GHQY-thumb.jpg,43.531836,-79.820382,7300,41.41207839116247,Sat May 17 21:54:50 2025
c08853,Porter Airlines,C-GZQG,EMB-195 E2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.050904,-81.429879,23000,164.04547436014565,Sat May 17 19:00:40 2025
4080b6,British Airways,G-ZBLI,787 10,https://hexdb.io/static/aircraft-images/G-ZBLI-thumb.jpg,43.260315,-80.962787,35000,136.56382239666578,Sat May 17 19:00:41 2025
c0635e,Porter Airlines,C-GLQJ,DHC-8 402,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Plane_icon_nose_up.svg/248px-Plane_icon_nose_up.svg.png,43.679306,-79.234484,6675,14.520294855068666,Sat May 17 19:04:48 2025
aa7f08,United Airlines,N77578,737MAX 9,https://hexdb.io/static/aircraft-images/N77578-thumb.jpg,42.647576,-80.664623,32000,127.59276526052389,Sat May 17 19:07:22 2025
acd961,Spirit Airlines,N927NK,A320 271NSL,https://hexdb.io/static/aircraft-images/N927NK-thumb.jpg,41.161011,-80.112488,36025,270.8144489285413,Sat May 17 19:03:14 2025
